,Isolate,AMIKACIN,CAPREOMYCIN,CIPROFLOXACIN,ETHAMBUTOL,ETHIONAMIDE,ISONIAZID,KANAMYCIN,LEVOFLOXACIN,OFLOXACIN,PARA-AMINOSALICYLIC_ACID,PYRAZINAMIDE,RIFAMPICIN,STREPTOMYCIN
386,98R454,S,R,,R,R,R,S,,,S,S,R,R
387,98R660,S,S,,R,S,R,S,,R,,R,R,R
388,98R790,R,R,,R,R,R,R,,S,,R,R,R
389,9910364,R,R,,R,R,R,R,,R,,R,R,R
390,99R1043,,,,R,,R,S,,,,,,R
391,99R1083,,R,,R,,R,R,,R,,S,R,S
392,99R141,,,,R,R,R,S,,,,,R,R
393,99R576,R,S,,R,S,R,R,,S,,R,R,R
394,99R887,R,R,,R,S,R,R,,R,,R,R,S
395,99R890,S,S,,R,R,R,S,,R,,R,R,S
396,IDR1100019254,,,,S,,S,,,,,S,S,S
397,IDR1100020842,,,,S,,S,,,,,,S,S
398,IDR1100023189,,,,S,,S,,,,,S,S,S
399,IDR1200001956,S,S,,,S,R,S,,S,S,S,R,
400,IDR1200002066,S,S,,,S,R,S,,S,S,S,R,R
401,IDR1200003374,,,,S,,S,,,,,S,S,S
402,IDR1200008928,S,S,,S,R,R,S,,S,S,S,R,R
403,IDR1200010128,S,S,,S,S,S,S,,S,S,,S,S
404,IDR1200022433,R,S,,R,R,R,R,,S,S,S,R,R
405,IDR1200022434,S,S,,S,S,R,S,,S,S,S,R,R
406,IDR1200023774,S,S,,S,S,R,S,,S,S,S,R,
407,IDR1200028162,S,S,,S,R,,S,,S,S,S,S,S
408,IDR1200030168,R,S,,R,S,R,R,,S,S,S,R,R
409,IDR1300005060,S,S,,S,S,R,S,,S,S,S,R,S
410,IDR1300010061,,,,R,,R,,,,,R,R,R
411,IDR1300016371,S,S,,S,S,R,S,,S,S,S,S,
412,IDR1300017766,,,,S,R,,,,,,S,S,S
413,IDR1300018388,,,,S,,S,,,,,S,S,S
414,IDR1300019614,S,S,,R,S,R,S,,R,S,R,R,S
415,IDR1300021110,S,S,,S,S,R,S,,S,S,S,S,S
416,IDR1300022959,,,,S,,S,,,,,S,S,S
417,IDR1300023467,,,,S,,S,,,,,S,S,S
418,IDR1300033719,S,S,,S,R,R,S,,S,S,R,R,
419,IDR1300038288,S,S,,,R,R,S,,S,S,R,R,S
420,IDR1400001909,,,,S,,S,,,,,S,S,S
421,IDR1400002530,S,S,,,R,R,S,,S,S,R,R,
422,IDR1400002533,S,S,,S,S,S,S,,S,S,,S,S
423,IDR1400003506,S,S,,S,R,,S,,S,S,S,S,
424,IDR1400004223,,,,S,,S,,,,,S,S,S
425,IDR1400006549,S,S,,S,R,R,S,,S,S,S,R,R
426,IDR1400007566,S,S,,,R,,S,,S,S,R,S,R
427,IDR1400008041,S,S,,S,S,R,S,,S,S,S,S,S
428,IDR1400009529,,,,S,,S,,,,,S,S,S
429,IDR1400011176,S,S,,S,S,,S,,S,S,S,S,R
430,IDR1400014851,S,S,,S,R,,S,,S,S,S,S,S
431,IDR1400026616,S,S,,S,R,,S,,S,S,S,S,
432,IDR1400026773,S,S,,S,S,,S,,S,S,S,S,R
433,IDR1400028307,,,,S,,S,,,,,S,S,S
434,IDR1400029413,S,S,,S,R,R,S,,S,S,S,S,R
435,IDR1400029458,,,,S,,S,,,,,S,S,S
436,IDR1400032120,,,,S,,S,,,,,S,S,S
437,IDR1400032281,,,,S,,S,,,,,S,S,S
438,IDR1400032735,S,S,,,S,R,S,,S,S,S,R,
439,IDR1400033739,,,,S,,S,,,,,S,S,S
440,IDR1400033866,,,,S,,S,,,,,S,S,S
441,IDR1400034450,,,,S,,S,,,,,R,S,S
442,IDR1400036339,,,,S,,S,,,,,S,S,
443,IDR1400036823,R,S,,,R,R,R,,R,S,R,R,
444,IDR1500000665,S,S,,,R,R,S,,,S,,R,R
445,IDR1500003469,S,S,,R,S,R,S,,S,S,S,R,R
446,IDR1500006146,S,S,,S,S,R,S,,R,S,S,S,
447,IDR1500007955,,,,S,,S,,,,,S,S,S
448,IDR1500008439,,,,S,,S,,,,,S,S,S
449,IDR1500009074,S,S,,S,S,R,S,,S,S,S,R,S
450,IDR1500009344,S,S,,,R,R,S,,S,S,R,,R
451,IDR1500010219,S,S,,S,S,,S,,S,S,S,S,S
452,IDR1500045314,,,,S,,S,,,,,,S,S
453,IDR1500045852,,S,,S,S,R,S,,S,S,S,S,S
454,IDR1500047122,S,S,,S,R,,S,,S,S,S,S,S
455,IDR1500048671,,,,S,,S,,,,,S,S,S
456,IDR1500048830,,,,S,,S,,,,,S,S,S
457,IDR1500049548,S,S,,R,R,R,R,,R,S,,R,R
458,IDR1500049762,S,S,,S,R,,S,,S,S,S,S,S
459,IDR1500049950,S,S,,S,S,R,S,,S,S,S,S,R
460,IDR1500050467,,,,S,,S,,,,,S,S,S
461,IDR1500051244,,,,S,,S,,,,,S,S,S
462,IDR1500051248,,,,S,,S,,,,,S,S,S
463,IDR1500051477,,,,S,,S,,,,,S,S,S
464,IDR1500051828,,,,S,,S,,,,,S,S,S
465,IDR1500052024,S,S,,S,S,S,S,,R,S,S,S,S
466,IDR1500052246,S,S,,S,S,R,S,,S,S,R,S,S
467,IDR1500052248,S,S,,R,S,R,S,,,S,R,R,S
468,IDR1500052791,S,R,,S,S,S,S,,S,S,S,S,S
469,IDR1500052794,,,,S,,S,,,,,S,S,S
470,IDR1500052969,,,,S,,S,,,,,S,S,S
471,IDR1500053361,,,,S,,S,,,,,S,S,S
472,IDR1500053362,,,,S,,S,,,,,S,S,S
473,IDR1500053652,,,,S,,S,,,,,S,S,S
474,IDR1500053660,S,S,,S,S,R,S,,S,S,S,S,S
475,IDR1500054144,,,,S,,S,,,,,S,S,S
476,IDR1500054145,S,S,,S,S,,S,,S,S,S,S,S
477,IDR1500054147,S,S,,S,S,R,S,,S,S,S,S,S
478,IDR1500054148,,,,S,,S,,,,,S,S,S
479,IDR1500054445,,,,S,,S,,,,,S,S,S
480,IDR1500054922,,,,S,,S,,,,,S,S,R
481,IDR1500055140,,,,S,,S,,,,,S,S,S
482,IDR1500055141,,,,,,,,,,,S,,
483,IDR1500055344,S,S,,S,,,S,,S,S,S,S,S
484,IDR1500055398,,,,S,,S,,,,,S,S,S
485,IDR1500056763,,,,S,,S,,,,,S,S,S
486,IDR1500056764,,,,S,,S,,,,,S,S,R
487,IDR1500056766,,,,S,,S,,,,,R,S,S
488,IDR1500056767,,,,S,,S,,,,,S,S,S
489,IDR1500057022,S,S,,S,S,R,S,,S,S,R,S,R
490,IDR1500057177,,,,S,,S,,,,,R,S,R
491,IDR1500057631,,,,S,,S,,,,,S,S,S
492,IDR1500057969,,,,S,,S,,,,,S,S,S
493,IDR1500057970,,,,S,,S,,,,,S,S,S
494,IDR1500058176,S,S,,S,S,S,S,,S,S,S,S,S
495,IDR1500058475,,,,S,,S,,,,,S,S,S
496,IDR1500059313,,,,S,,S,,,,,S,S,S
497,IDR1500059320,,,,S,,S,,,,,S,S,S
498,IDR1500059803,,,,S,,S,,,,,S,S,S
499,IDR1500059889,,,,S,,S,,,,,S,S,S
500,IDR1500060570,,,,S,,S,,,,,R,S,R
501,IDR1500061013,,,,S,,S,,,,,S,S,S
502,IDR1500061127,,,,S,,S,,,,,S,S,S
503,IDR1500061133,S,S,,S,S,S,S,,S,S,S,S,S
504,IDR1500061876,,,,S,,S,,,,,R,S,S
505,IDR1500061908,,,,S,,S,,,,,S,S,S
506,IDR1500061909,S,S,,S,S,R,S,,S,S,S,S,R
507,IDR1500061962,S,S,,S,R,,S,,S,S,S,S,R
508,IDR1500062006,,,,S,,S,,,,,S,S,S
509,IDR1500062042,,,,S,,S,,,,,S,S,S
510,IDR1500062168,,,,S,,S,,,,,S,S,S
511,IDR1500062169,,,,S,,S,,,,,S,S,S
512,IDR1500062183,S,S,,,S,S,S,,S,S,S,S,S
513,IDR1500062349,,,,S,,S,,,,,S,S,R
514,IDR1500062350,,,,S,,S,,,,,S,S,S
515,IDR1500062509,,,,S,,S,,,,,S,S,R
516,IDR1500062511,,,,S,,S,,,,,S,S,S
517,IDR1500062635,,,,S,,S,,,,,S,S,S
518,IDR1500062818,,,,S,,S,,,,,S,S,S
519,IDR1500062826,,,,S,,S,,,,,R,S,S
520,IDR1500063002,S,S,,S,S,R,S,,S,S,S,S,
521,IDR1500063136,,,,S,,S,,,,,S,S,S
522,IDR1500063304,,,,S,,S,,,,,S,S,S
523,IDR1500063732,,,,S,,S,,,,,S,S,S
524,IDR1500065550,,,,S,,S,,,,,S,S,S
525,IDR1500065702,,,,S,,S,,,,,S,S,S
526,IDR1500065704,,,,S,,S,,,,,S,S,S
527,IDR1500066192,,,,S,,S,,,,,S,S,S
528,IDR1500066354,,,,S,,S,,,,,S,S,S
529,IDR1500066660,,,,S,,S,,,,,S,S,S
530,IDR1500066661,,,,S,,S,,,,,S,S,S
531,IDR1500066750,,,,S,,S,,,,,S,S,S
532,IDR1500066946,S,S,,S,S,R,S,,S,S,S,S,S
533,IDR1500067319,,,,S,,S,,,,,S,S,S
534,IDR1500067320,,,,S,,S,,,,,S,S,R
535,IDR1500067323,,,,S,,S,,,,,S,S,S
536,IDR1500067462,,,,S,,S,,,,,S,S,S
537,IDR1500067984,,,,S,,S,,,,,S,S,S
538,IDR1500068120,,,,S,,S,,,,,S,S,S
539,IDR1500068721,S,S,,S,R,R,S,,S,S,S,S,S
540,IDR1500068895,,,,S,,S,,,,,S,S,S
541,IDR1500068896,,,,S,,S,,,,,S,S,S
542,IDR1500069348,,,,S,,S,,,,,S,S,S
543,IDR1500069613,S,S,,,S,S,S,,S,S,S,S,R
544,IDR1500069614,,,,S,,S,,,,,S,S,S
545,IDR1500069726,,,,S,,S,,,,,S,S,R
546,IDR1500070283,,,,S,,S,,,,,S,S,S
547,IDR1500070812,,,,S,,S,,,,,S,S,S
548,IDR1500070900,,,,S,,S,,,,,S,S,S
549,IDR1500071331,,,,S,,S,,,,,S,S,R
550,IDR1500071800,S,S,,S,S,S,S,,S,S,,S,S
551,IDR1500071801,,,,S,,S,,,,,,S,S
552,IDR1500071802,,,,S,,S,,,,,S,S,R
553,IDR1500072113,,,,S,,S,,,,,R,S,S
554,IDR1500072159,,,,S,,S,,,,,S,S,S
555,IDR1500072206,,,,S,,S,,,,,S,S,S
556,IDR1500072381,,,,S,,S,,,,,S,S,S
557,IDR1500072503,,,,S,,,,,,,,S,S
558,IDR1500072738,,,,S,,S,,,,,S,S,S
559,IDR1600000081,,,,S,,S,,,R,,S,S,S
560,IDR1600000150,,,,S,,S,,,,,S,S,S
561,IDR1600000287,,,,S,,S,,,,,S,S,S
562,IDR1600000436,,,,S,,S,,,,,S,S,R
563,IDR1600000553,,,,S,,S,,,,,S,S,S
564,IDR1600000568,,,,S,,S,,,,,S,S,S
565,IDR1600000642,,,,S,,S,,,,,,S,R
566,IDR1600000643,,,,S,,S,,,,,S,S,S
567,IDR1600000726,S,S,,S,S,R,S,,S,S,S,S,S
568,IDR1600000941,S,S,,S,S,,S,,S,S,R,S,S
569,IDR1600001077,,,,,,,,,,,S,,
570,IDR1600001203,,,,S,,S,,,,,R,S,S
571,IDR1600001648,,,,S,,S,,,,,S,S,S
572,IDR1600001649,,,,S,,S,,,,,S,S,S
573,IDR1600001950,,,,S,,S,,,,,S,S,S
574,IDR1600001953,,,,S,,S,,,,,S,S,S
575,IDR1600002109,S,S,,S,S,R,S,,S,S,S,S,S
576,IDR1600002325,,,,S,,S,,,,,S,S,S
577,IDR1600002326,,,,S,,S,,,,,S,S,S
578,IDR1600002328,,,,S,,S,,,,,S,S,R
579,IDR1600003443,S,S,,R,S,R,S,,S,S,S,S,R
580,IDR1600003497,,,,S,,S,,,,,S,S,S
581,IDR1600003653,,,,S,,S,,,,,S,S,R
582,IDR1600003708,,,,S,,S,,,,,S,S,S
583,IDR1600003836,,,,S,,S,,,,,S,S,S
584,IDR1600003837,,,,S,,S,,,,,S,S,S
585,IDR1600004178,S,S,,S,S,S,S,,S,S,S,S,S
586,IDR1600004382,,,,S,,S,,,,,S,S,S
587,IDR1600004865,,,,S,,S,,,,,S,S,S
588,IDR1600004867,,,,S,,S,,,,,S,S,S
589,IDR1600005536,,,,S,,S,,,,,S,S,S
590,IDR1600005538,,,,S,,S,,,,,S,S,S
591,IDR1600005546,,,,S,,S,,,,,S,S,S
592,IDR1600005548,,,,S,,S,,,,,S,S,S
593,IDR1600005829,,,,S,,S,,,,,S,S,S
594,IDR1600006792,,,,S,,S,,,,,S,S,S
595,IDR1600007779,,,,S,,S,,,,,S,S,R
596,IDR1600009864,,,,S,,S,,,,,S,S,S
597,IDR1600009867,,,,S,,S,,,,,S,S,S
598,IDR1600010492,,,,S,,S,,,,,S,S,S
599,IDR1600010494,,,,S,,S,,,,,S,S,S
600,IDR1600010936,S,S,,S,S,R,S,,S,S,S,S,S
601,IDR1600011801,,,,S,,S,,,,,S,S,S
602,IDR1600012094,,,,S,,S,,,,,S,S,R
603,IDR1600012207,,,,S,,S,,,,,S,S,S
604,IDR1600012456,,,,S,,S,,,,,S,S,S
605,IDR1600012753,,,,S,,S,,,,,S,S,S
606,IDR1600012758,,,,S,,S,,,,,S,S,S
607,IDR1600012759,,,,S,,S,,,,,S,S,S
608,IDR1600012974,S,S,,S,S,,S,,S,S,S,S,S
609,IDR1600014124,,,,S,,S,,,,,S,S,S
610,IDR1600014409,,,,S,,S,,,,,S,S,S
611,IDR1600015259,,,,S,,S,,,,,R,S,S
612,IDR1600015741,,,,S,,S,,,,,R,S,S
613,IDR1600016611,,,,S,,S,,,,,S,S,S
614,IDR1600016942,,,,S,,S,,,,,S,S,S
615,IDR1600017091,,,,S,,S,,,,,R,S,S
616,IDR1600017097,,,,S,,S,,,,,S,S,S
617,IDR1600017137,S,S,,S,S,R,S,,S,S,S,S,S
618,IDR1600017466,,,,S,,S,,,,,R,S,S
619,IDR1600017477,,,,S,,S,,,,,S,S,S
620,IDR1600017794,,,,,R,,,,,S,,,
621,IDR1600017905,,,,S,,S,,,,,S,S,S
622,IDR1600017938,,,,S,R,S,,,,,S,S,S
623,IDR1600018162,,,,S,,S,,,,,S,S,S
624,IDR1600018194,,,,S,,S,,,,,S,S,S
625,IDR1600018197,,,,S,,S,,,,,S,S,S
626,IDR1600018201,,,,S,,S,,,,,S,S,S
627,IDR1600018864,,,,S,,S,,,,,S,S,S
628,IDR1600019639,,,,S,,S,,,,,S,S,R
629,IDR1600019640,,,,S,,S,,,,,S,S,S
630,IDR1600019997,,,,S,,,,,,,,S,
631,IDR1600020177,,,,S,,S,,,,,S,S,S
632,IDR1600020192,,,,S,,S,,,,,S,S,S
633,IDR1600020523,,,,S,,S,,,,,,S,S
634,IDR1600020570,,,,S,,S,,,,,S,S,S
635,IDR1600020737,,,,S,,S,,,,,S,S,S
636,IDR1600020953,,,,S,,S,,,,,S,S,S
637,IDR1600020957,,,,S,,S,,,,,S,S,S
638,IDR1600021226,,,,S,,S,,,,,S,S,S
639,IDR1600021320,,,,S,,S,,,,,S,S,S
640,IDR1600021878,,,,S,,S,,,,,S,S,S
641,IDR1600022106,S,S,,S,,,S,,S,S,S,S,S
642,IDR1600022505,,,,S,,S,,,,,S,S,S
643,IDR1600022826,,,,S,,S,,,,,S,S,S
644,IDR1600022827,,,,S,,S,,,,,S,S,S
645,IDR1600022912,,,,S,,S,,,,,S,S,S
646,IDR1600023111,,,,S,,S,,,,,S,S,S
647,IDR1600023647,,,,S,,S,,,,,S,S,S
648,IDR1600023714,,,,S,,S,,,,,S,S,S
649,IDR1600023715,,,,S,,S,,,,,S,S,S
650,IDR1600023875,,,,S,,S,,,,,S,S,S
651,IDR1600024367,,,,S,,S,,,,,S,S,S
652,IDR1600024547,S,S,,S,R,,S,,S,S,S,S,S
653,IDR1600025151,,,,S,,S,,,,,S,S,S
654,IDR1600025154,,,,S,,S,,,,,S,S,S
655,IDR1600025156,,,,S,,S,,,,,S,S,S
656,IDR1600025158,,,,S,,S,,,,,S,S,S
657,IDR1600025163,,,,S,,S,,,,,S,S,S
658,IDR1600025428,,,,S,,S,,,,,S,S,S
659,IDR1600025432,,,,S,,S,,,,,R,S,S
660,IDR1600025436,,,,S,,S,,,,,S,S,S
661,IDR1600025442,,,,S,,S,,,,,R,S,S
662,IDR1600026227,,,,S,,S,,,,,S,S,S
663,IDR1600026421,,,,S,,S,,,,,S,S,S
664,IDR1600026642,,,,S,,S,,,,,S,S,S
665,IDR1600026643,,,,S,,S,,,,,S,S,S
666,IDR1600026645,,,,S,,S,,,,,S,S,S
667,IDR1600026772,,,,S,,S,,,,,S,S,S
668,IDR1600027139,R,S,,,R,R,R,,S,S,R,R,R
669,IDR1600027315,,,,S,,S,,,,,S,S,S
670,IDR1600027328,S,S,,,S,R,S,,S,S,S,S,
671,IDR1600027999,,,,S,,S,,,,,S,S,S
672,IDR1600028000,,,,S,,S,,,,,S,S,S
673,IDR1600028279,S,S,,S,S,S,S,,S,S,S,S,S
674,IDR1600028520,,,,S,,S,,,,,S,S,S
675,IDR1600028710,,,,S,,S,,,,,S,S,S
676,IDR1600028711,,,,S,,S,,,,,S,S,S
677,IDR1600028712,,,,S,,S,,,,,S,S,S
678,IDR1600029540,,,,S,,S,,,,,S,S,S
679,IDR1600029939,,,,S,,S,,,,,S,S,R
680,IDR1600030763,,,,S,,S,,,,,S,S,S
681,IDR1600031131,,,,S,,S,,,,,S,S,S
682,IDR1600031132,,,,S,,S,,,,,,S,S
683,IDR1600031133,S,S,,S,S,S,S,,S,S,,S,S
684,IDR1600031529,,,,S,,S,,,,,S,S,S
685,IDR1600031534,,,,,,,,,,,S,,
686,IDR1600031875,,,,S,,S,,,,,S,S,S
687,IDR1600032077,,,,S,,S,,,,,S,S,S
688,IDR1600032078,S,S,,S,S,S,S,,R,S,S,S,S
689,IDR1600032334,,,,S,,S,,,,,S,S,R
690,IDR1600032721,,,,S,,S,,,,,S,S,S
691,IDR1600033122,,,,S,,S,,,,,S,S,S
692,IDR1600033123,,,,S,,S,,,,,S,S,S
693,IDR1600033125,,,,S,,S,,,,,S,S,S
694,IDR1600033693,,,,R,,R,,,,,S,S,S
695,IDR1600034035,S,S,,S,R,,S,,S,S,S,S,
696,IDR1600034314,,,,S,,S,,,,,S,S,S
697,IDR1600034869,,,,S,,S,,,,,S,S,S
698,IDR1600034870,,,,S,,S,,,,,S,S,S
699,IDR1600035065,,,,S,,S,,,,,S,S,S
700,IDR1600035086,,,,S,,S,,,,,S,S,S
701,IDR1600035148,,,,S,,S,,,,,S,S,S
702,IDR1600035227,,,,S,,S,,,,,S,S,S
703,IDR1600035377,,,,S,,S,,,,,S,S,S
704,IDR1600035835,,,,S,,S,,,,,S,S,S
705,IDR1600035837,,,,S,,S,,,,,S,S,S
706,IDR1600036511,,,,S,,S,,,,,S,S,S
707,IDR1600036513,,,,S,,S,,,,,S,S,S
708,IDR1600037085,,,,S,R,,,,,,S,S,S
709,IDR1600037096,S,S,,S,R,,S,,S,S,S,S,S
710,IDR1600037099,,,,S,,S,,,,,S,S,S
711,IDR1600037187,,,,S,,S,,,,,S,S,R
712,IDR1600037413,,,,S,,S,,,,,S,S,S
713,IDR1600037626,,,,S,,S,,,,,S,S,S
714,IDR1600037628,,,,S,,S,,,,,S,S,S
715,IDR1600037632,,,,S,,S,,,,,S,S,S
716,IDR1600037777,,,,S,,S,,,,,S,S,S
717,IDR1600037778,,,,S,,S,,,,,S,S,S
718,IDR1600038976,,,,S,,S,,,,,S,S,S
719,IDR1600039182,,,,S,,S,,,,,S,S,S
720,IDR1600039184,,,,S,,S,,,,,S,S,R
721,IDR1600039759,,,,S,,S,,,,,S,S,S
722,IDR1600039956,,,,S,,S,,,,,S,S,S
723,IDR1600039993,,,,S,,S,,,,,S,S,S
724,IDR1600040178,,,,S,,S,,,,,S,S,S
725,IDR1600040333,,,,S,,S,,,,,S,S,S
726,IDR1600040334,,,,S,,S,,,,,S,S,S
727,IDR1600040335,,,,S,,S,,,,,S,S,S
728,IDR1600040948,S,S,,S,S,R,S,,S,S,S,S,S
729,IDR1600041271,,,,S,,S,,,,,S,S,R
730,IDR1600041577,,,,S,,S,,,,,S,S,S
731,IDR1600041578,,,,S,,S,,,,,S,S,S
732,IDR1600041579,,,,S,,S,,,,,S,S,S
733,IDR1600041936,,,,S,,S,,,,,S,S,S
734,IDR1600041998,S,S,,S,R,,S,,S,S,S,S,
735,IDR1600042261,,,,S,,S,,,,,S,S,S
736,IDR1600044034,,,,S,,S,,,,,S,S,S
737,IDR1600044037,,,,S,,S,,,,,S,S,S
738,IDR1600044038,,,,S,,S,,,,,S,S,S
739,IDR1600044262,S,S,,,R,R,S,,R,S,,R,R
740,IDR1600044280,,,,S,,S,,,,,S,S,S
741,IDR1600044301,,,,S,,S,,,,,S,S,S
742,IDR1600044954,,,,S,,S,,,,,S,S,S
743,IDR1600044955,,,,S,,S,,,,,S,S,S
744,IDR1600045481,S,S,,S,S,S,S,,S,S,S,S,S
745,IDR1600045994,,,,S,,S,,,,,,S,S
746,IDR1600046643,,,,S,,S,,,,,S,S,S
747,IDR1600046655,,,,S,,S,,,,,S,S,S
748,IDR1600047135,,,,S,,S,,,,,,S,S
749,IDR1600047584,,,,S,R,,,,,,S,S,S
750,IDR1600047649,S,S,,S,S,S,S,,S,S,S,S,S
751,IDR1600048331,,,,S,,S,,,,,S,S,S
752,IDR1600048388,S,S,,S,S,R,S,,S,S,S,S,
753,IDR1600048617,,,,S,,S,,,,,S,S,S
754,IDR1600048627,,,,S,,S,,,,,S,S,S
755,IDR1600048632,,,,,,,,,,,S,,
756,IDR1600049248,,,,S,,S,,,,,S,S,S
757,IDR1600049307,,,,S,,S,,,,,S,S,S
758,IDR1600049674,,,,S,,S,,,,,S,S,S
759,IDR1600049832,,,,S,,S,,,,,S,S,S
760,IDR1600050506,,,,S,,,,,,,R,R,R
761,IDR1600050510,S,S,,S,S,R,S,,R,S,S,S,
762,IDR1600051430,,,,S,,S,,,,,S,S,S
763,IDR1600051431,,,,S,,S,,,,,S,S,S
764,IDR1600051546,S,S,,S,S,R,S,,S,S,S,S,
765,IDR1600052366,,,,S,,S,,,,,S,S,S
766,IDR1600052651,,,,S,,S,,,,,,S,S
767,IDR1600052673,,,,S,,S,,,,,S,S,S
768,IDR1600053030,,,,S,,S,,,,,S,S,S
769,IDR1600053034,,,,S,,S,,,,,S,S,S
770,IDR1600053042,,,,S,,S,,,,,S,S,S
771,IDR1600053044,,,,S,,S,,,,,S,S,S
772,IDR1600053046,,,,S,,S,,,,,S,S,S
773,IDR1600053047,S,S,,S,R,,S,,S,S,S,S,S
774,IDR1600053446,,,,S,,S,,,,,S,S,S
775,IDR1600053447,,,,S,,S,,,,,S,S,R
776,IDR1600053449,,,,S,,S,,,,,S,S,S
777,IDR1600054127,,,,S,,,,,,,S,S,S
778,IDR1600054129,,,,S,,S,,,,,S,S,S
779,IDR1600054265,,,,S,,S,,,,,S,S,S
780,IDR1600055023,,,,S,,S,,,,,S,S,S
781,IDR1600055074,,,,S,,,,,,,,S,S
782,IDR1600055075,,,,S,,S,,,,,R,S,S
783,IDR1600055553,R,R,,R,R,R,R,,S,S,,R,R
784,IDR1600055748,S,S,,S,R,,S,,S,S,S,S,R
785,IDR1600055996,,,,,,,,,,,S,S,
786,IDR1600055997,S,S,,S,S,R,S,,S,S,S,S,S
787,IDR1600056424,,,,S,,S,,,,,,S,S
788,IDR1600057520,S,S,,S,R,R,S,,S,S,S,S,S
789,IDR1600057546,,,,S,,S,,,,,S,S,S
790,IDR1600058060,,,,S,,S,,,,,S,S,S
791,IDR1600058226,,,,S,,S,,,,,S,S,S
792,IDR1600058228,,,,S,,S,,,,,S,S,S
793,IDR1600058231,,,,,,,,,,,S,,
794,IDR1600058695,,,,S,,S,,,,,,S,S
795,IDR1600058701,,,,S,,S,,,,,S,S,R
796,NLA000000709,R,,,S,,R,,,,S,S,R,R
797,NLA000001061,R,,,S,,R,,,,S,S,R,R
798,NLA000001768,R,,,S,,R,,,,S,S,R,R
799,NLA000001969,R,,,S,,R,,,,S,S,R,R
800,NLA000016604,S,,,S,,R,,,,S,,R,S
801,NLA000016726,,,,S,,R,,,,S,,R,R
802,NLA000016764,,,,R,,R,,,,S,,R,R
803,NLA000016985,S,,,R,,R,,,,S,,R,R
804,NLA000017744,R,,,R,,R,,,,S,,R,R
805,NLA000017848,,,,R,,R,,,,S,,R,R
806,NLA000017891,R,,,R,,R,,,,S,S,R,R
807,NLA000100143,R,,,S,,R,,,,S,,R,S
808,NLA000100450,R,,,S,,R,,,,S,S,R,R
809,NLA000100510,R,,,S,,R,,,,S,S,R,R
810,NLA000102124,R,,,R,,R,,,,S,S,R,R
811,NLA000200052,R,,,R,,R,,,,S,,R,R
812,NLA000200433,S,,,S,,R,,,,S,,R,R
813,NLA000200442,S,,,R,,R,,,,S,S,R,R
814,NLA000201001,R,,,R,,R,,,,S,S,R,R
815,NLA000201244,R,,,R,,R,,,,S,S,R,R
816,NLA000202008,S,,,R,,R,,,,,,R,R
817,NLA000300865,R,,,R,,R,,,,S,S,R,R
818,NLA000301029,R,,,S,,R,,,,S,S,R,R
819,NLA000301067,R,,,S,,R,,,,S,S,R,R
820,NLA000301074,S,,,R,,R,,,,S,S,R,R
821,NLA000301077,R,,,R,,R,,,,,R,R,R
822,NLA000301128,R,,,R,,R,,,,S,S,R,R
823,NLA000301359,S,,,S,,R,,,,S,S,R,S
824,NLA000301652,R,,,S,,R,,,,S,S,R,R
825,NLA000301715,R,,,S,,R,,,,S,S,R,R
826,NLA000401210,R,,,S,,R,,,,S,,R,R
827,NLA000401230,R,,,R,,R,,,,S,S,R,R
828,NLA000401745,R,,,S,,R,,,,S,S,R,R
829,NLA000500538,R,,,R,,R,,,,S,S,R,R
830,NLA000701201,S,,,S,,R,,,,S,S,R,R
831,NLA000801694,R,,,,,R,,,,,,R,
832,NLA000801695,R,R,,,,R,,,,,,R,
833,NLA000801696,R,,,,,R,,,,,,R,
834,NLA000801697,R,,,,,R,,,,,,R,
835,NLA001000120,,,,,,S,,,,,,S,
836,NLA009400322,,,,S,,R,,,,S,S,R,R
837,NLA009401519,R,,,S,,R,,,,S,,R,R
838,NLA009402429,S,,,S,,R,,,,S,,R,S
839,NLA009500011,S,,,R,,R,,,,S,,R,R
840,NLA009500730,R,,,R,,R,,,,S,,R,R
841,NLA009501246,R,,,R,,R,,,,S,,R,S
842,NLA009501310,R,,,S,,R,,,,S,,R,R
843,NLA009600108,R,,,S,,R,,,,S,S,R,R
844,NLA009600800,R,,,S,,R,,,,S,,R,R
845,NLA009600875,R,,,S,,R,,,,S,S,R,R
846,NLA009601360,R,,,R,,R,,,,S,,R,R
847,NLA009601659,R,,,R,,R,,,,,S,R,R
848,NLA009601810,R,,,S,,R,,,,S,R,R,R
849,NLA009700174,R,,,S,,R,,,,,S,R,R
850,NLA009700296,R,,,S,,R,,,,S,S,R,R
851,NLA009701444,S,,,S,,R,,,,S,S,R,S
852,NLA009701714,R,,,S,,R,,,,S,S,R,S
853,NLA009701938,R,,,S,,R,,,,S,,R,R
854,NLA009702211,R,,,S,,R,,,,S,R,R,R
855,NLA009800926,R,,,S,,R,,,,S,R,R,S
856,NLA009801164,R,,,R,,R,,,,,R,R,R
857,NLA009801500,R,,,S,,R,,,,S,S,R,R
858,NLA009801661,R,,,S,,R,,,,S,R,R,R
859,NLA009900180,R,,,R,,R,,,,S,R,R,R
860,NLA009900182,R,,,R,,R,,,,S,R,R,R
861,NLA009900478,R,,,S,,R,,,,S,R,R,R
862,NLA009900895,R,,,R,,R,,,,S,S,R,R
863,NLA009901267,R,,,R,,R,,,,S,S,R,S
864,NLA009901304,R,,,R,,R,,,,S,,R,S
